RecipeId,Name,RecipeIngredientParts,RecipeInstructions,Images
546.0,Green Death Tuna Sandwich,"['tuna', 'mayonnaise', 'avocado', 'pepper', 'cheese slices']","1. Mix first five ingredients together.
2. Toast whole grain bread.
3. Top two slices with cheese followed by the tuna salad.
4. Cover with remaining toasted bread.
5. Variation: Green Death Tuna Melt. Fill two pieces of bread with cheese and tuna salad. Butter the outsides of the bread and cook as for grilled cheese sandwiches.",
547.0,Baked Creamed Potatoes,"['potatoes', 'mayonnaise', 'sour cream', 'milk', 'eggs', 'mustard', 'parsley', 'cheese', 'parmesan cheese']","1. Peel and chop potatoes, cook in boiling salted water until tender, drain well.
2. Mash until smooth, mix with mayonnaise, sour cream, milk, lightly beaten eggs, mustard and parsley; season with salt and pepper.
3. Press mixture though a sieve, spoon mixture evenly into a greased casserole dish.
4. Sprinkle with grated cheeses.
5. Bake in a moderate oven 20 - 30 minutes or until golden on top.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/54/7/picLqiIR3.jpg"
548.0,Grilled Bourbon Salmon,"['soy sauce', 'brown sugar', 'bourbon', 'fresh cracked pepper', 'garlic powder', 'salmon fillet']","1. Combine juice, soy, brown sugar, bourbon, pepper, garlic powder and oil in a bowl.
2. Remove all skin from the salmon.
3. Place the salmon in a glass dish side by side. Pour some of the marinade over (reserve some for basting while grilling). Refrigerate for at least 1 hour a few hours will be even better.
4. Drain and grill over med.-high about 5-7 minutes per side or until fish flakes-basting with the reserved marinade.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/54/8/pic6LZJLm.jpg"
549.0,Grilled Chicken & Veggie Pizza,"['boneless skinless chicken', 'zucchini', 'onion', 'mozzarella cheese', 'tomatoes', 'fresh basil']","1. Coat chicken with salad dressing and barbecue over medium heat for 5-7 minutes per side. Cool slightly and slice thinly.
2. Barbecue red pepper until skin is blackened on all sides.
3. Put pepper in a plastic bag and close bag until pepper is cool enough to handle. Remove and discard skin, seeds and core. Cut pepper into strips.
4. Slice zucchini lengthwise and slice onion into thick slices.
5. Barbecue until softened.
6. Cut zucchini into bite size pieces.
7. Sprinkle 1 cup of cheese over pizza crust and top with tomato slices.
8. Arrange chicken and vegetables on top and sprinkle with remaining cheese and fresh basil.
9. Put pizza on the barbecue, close the lid, and bake for 3 to 5 minutes or until the crust is lightly browned and the cheese has melted.
10. Serves 2 to 4 people.",
550.0,Grilled Bell Peppers,"['bell pepper', 'olive oil']","1. Take several bell peppers, cleaned of the stems and seeds. Cut into strips lengthwise. These can be four to six depending on the size of the peppers and your preference.
2. Season LIGHTLY with salt and freshly ground black pepper.
3. Brush both sides of the strips with good olive oil.
4. Place skin side down on hot grill, until skin blisters and peppers soften (3-8 minutes depending on grill). You can let the skin brown a bit if desired.
5. Turn peppers and grill until inner side is done (about half the time of the skin side -- 2-4 minutes).
6. Try this with different color peppers. Maybe add a few green onions.
7. Try this with Anaheim peppers -- Very good!
8. Try adding sliced zucchini, too.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/0/picQzBF8p.jpg"
551.0,Grilled Pineapple and Bananas with Mango Sorbet,"['pineapple', 'brown sugar', 'cinnamon', 'nutmeg', 'bananas']","1. Cut pineapples in half lengthwise, leaving top with leaves attached if you wish to serve it the pineapple shell.
2. Remove most of the pineapple from the halves, in one piece if possible, using a paring knife and grapefruit knife. Cut the pineapple inside piece in half lengthwise and cut out the core. Cut in half lengthwise again and then cut each piece into 2.
3. (You should end up with about 8 long slices from each pineapple.) In a small bowl, combine brown sugar with cinnamon and nutmeg.
4. Toss half this mixture with the pineapple. Peel bananas just before cooking, cut in half crosswise and lengthwise. Toss with remaining sugar.
5. Barbecue pineapple or broil until browned and partially cooked, about 8 to 10 minutes.
6. Cook bananas until browned, about 5 minutes.
7. Serve \
8. of pineapple and bananas in pineapple shells with a scoop of sorbet. NOTE: If you are not serving it in the shells, buy the pineapple already peeled and cored.
9. It can be cut into rounds or sticks.",
552.0,Garlic Cauliflower,"['olive oil', 'cauliflower florets', 'red bell pepper', 'garlic cloves', 'water']","1. Heat oil in a heavy nonstick skillet over medium high heat.
2. Saute next 4 ingredients 2-3 minutes, stirring frequently.
3. Add stock, cover skillet and cook another 3-4 minutes or until cauliflower is tender.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/2/picEYk4VI.jpg"
555.0,Garlic Greek Sauce,"['yogurt', 'cucumber', 'garlic', 'salt', 'pepper', 'lemon juice']","1. Cut up the cucumber into very small pieces. Sprinkle them with a little salt
2. and let them sit for a few minutes. This will draw out excess moisture.
3. Rinse them (but don
4. ,
5. ,
6. ,
7. ,",
556.0,Garlic Pizza Crust,"['water', 'sugar', 'salt', 'flour', 'garlic cloves']","1. Dissolve yeast in water and add sugar.
2. wait a few minutes.
3. add oil and salt and garlic .
4. mix in 3 cups flour and whip about 10 min till it leaves the side of the mixer bowl.
5. add remaining flour w/ dough hook or by hand.
6. knead till smooth.
7. allow to rise twice in the bowl.
8. punch down.
9. (I rush this a bit) oil baking sheets .use fingers press out to edges.
10. Makes 2 pizzas, cookie sheet size, let rise a bit and top.
11. bake at 425* 20min.this is fantastic.
12. crust smells slightly like garlic bread.
13. but is notstrong.
14. We usually make one cheese and the other with ground.
15. beef, ham, onion and mushroom.
16. Even the kids say it is the best crust so far.
17. This makes 2 cookie sheet sized or 12 after school snack size I form them in thebottom of a cheapo pie pan, top and bake completely and put them in zip bags.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/6/picvxagfH.jpg"
557.0,Baked Breakfast Potatoes,"['black pepper', 'nonfat sour cream', 'sour cream', 'low-fat sharp cheddar cheese', 'sharp cheddar cheese', 'kraft healthy favorites fat free cheddar', 'cheddar cheese', 'potatoes']","1. In a large bowl combine all ingredients except the corn flakes.
2. Mix well and pour into a 9 X 13 inch casserole sprayed with non-stick cooking spray.
3. Sprinkle crushed corn flakes on top.
4. Bake at 350 degrees F or 45 to 60 minutes.",
558.0,German Potato-Cheese Soup,"['water', 'chicken broth', 'pepper', 'carrots', 'potatoes', 'onion', 'celery', 'mayonnaise', 'processed cheese', 'cheddar cheese', 'swiss cheese']","1. Peel and prepare vegetables.
2. In a large cooking pot, add water, chicken broth, chicken soup base, black pepper, carrots, potatoes, onions and bring to boil.
3. Reduce heat and simmer for 15 minutes or until vegetables are tender; stirring occasionally.
4. Add celery, sweet red pepper and simmer for 5 minutes more. Gradually add mayonnaise to hot soup, whisking until smooth.
5. Reduce heat to medium and add processed cheese, sharp cheddar cheese and Swiss cheese and simmer for 5 minutes or until cheese melts and soup is creamy; stirring constantly.
6. Add instant mashed potatoes and stir well.
7. Let soup sit for 15 minutes before serving.
8. This soup is very rich, but good.
9. Refrigerate any unused portion.
10. Serves 12","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/8/piceCJz28.jpg"
559.0,Ginger Fried Chicken,"['whole chickens', 'garlic', 'japanese soy sauce', 'salt', 'pepper', 'flour', 'eggs']","1. Add ginger, garlic, soy sauce, salt, and pepper to chicken, mix well, and marinate overnight. Add eggs to chicken.
2. Mix together well.
3. Add flour to coat. Mix well.
4. Fry until golden, about 5 minutes.
5. Finish in oven, 350 degrees for 30-35 minutes.",
560.0,Gladys' Sweet Onion-Sausage Casserole,"['no. 1 onions', 'sausage meat', 'salt', 'seasoning salt', 'cheddar cheese', 'pimento pepper']","1. Put onions in bottom of 12\
2. Pyrex dish.
3. Add Ritz crackers, then sausage meat.
4. Add a layer of onions, cream of mushroom soup, salt, and seasoning salt.
5. Sprinkle layer of cheese and pimento.
6. Bake in preheated oven at 400F for 1 hour.",
561.0,Golden Baked Fish,"['pepper', 'salt', 'mayonnaise', 'dill weed', 'onion', 'fresh dill', 'lemon wedge']","1. Place fish in a greased 13-in X 9-in x 2 baking dish; sprinkle with pepper.
2. Beat egg white with salt if desired until stiff peaks form.
3. Fold in mayonnaise, dill and onion juice, spoon over fish.
4. Bake uncovered at 425 degrees for 15 to 20 minutes or until topping is puffed and golden and fish flakes easily with a fork.
5. Garnish with dill and lemon if desired.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/1/pic7DAqOf.jpg"
562.0,Baked Crabmeat,"['green peppers', 'celery', 'fresh parsley', 'prepared mustard', 'pepper', 'egg substitute', 'calorie-reduced mayonnaise', 'fresh crabmeat']","1. Using a nonstick skillet, coat with cooking spray and place over medium-high heat until hot.
2. Add chopped pepper and celery and saute until tender; approx. 5 minutes.
3. Remove from heat and add parsley, mustard, ground pepper and hot sauce & stir well.
4. In a separate bowl, beat eggs lightly and combine with mayonnaise; stir with wire whisk until smooth.
5. Add celery mixture and crabmeat; stirring gently.
6. Divide into individual baking cups and place on baking sheet. Bake at 375 degrees for 15 to 20 minutes.",
563.0,Grape-Nuts Pie,"['water', 'eggs', 'sugar', 'dark corn syrup', 'salt', 'vanilla', 'butter']","1. Combine grapenuts and warm water.
2. Let stand until water is absorbed.
3. Combine beaten eggs with all ingredients except pie shell.
4. Fold in grapenuts.
5. Spoon into pie shell.
6. Bake at 350 for 50 minutes.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/3/x5DL56UORN2WSzPK6bEL_IMG_4001.JPG"
564.0,Greek Lentil & Olive Salad,"['olive oil', 'lemon juice', 'anchovy paste', 'pepper', 'green lentils', 'oil-cured black olive', 'fresh oregano', 'parsley']","1. In large bowl, whisk together oil, lemon juice, anchovy paste and pepper.
2. Stir in lentils, olives and oregano.
3. Cover and let stand for 1 hour.
4. (Salad can be refrigerated in airtight container for up to 8 hours; let stand at room temperature for 30 minutes.) Makes 2 cups (500 mL).",
565.0,Greek Low-Fat Red Pepper Feta Dip,"['feta cheese', 'red wine vinegar', 'granulated sugar', 'cayenne']","1. Place peppers on greased grill over medium-high heat; close lid and cook, turning often, for 15 to 20 minutes or until charred.
2. Let cool; peel and seed.
3. In blender or food processor, puree together peppers, feta cheese, vinegar, sugar and cayenne.
4. (Dip can be refrigerated in airtight container for up to 5 days; let stand at room temperature for 30 minutes.).","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/5/picMa7teL.jpg"
566.0,Greek Salad Dressing,"['minced garlic clove', 'salt', 'pepper', 'olive oil', 'red wine vinegar', 'oregano']","1. Place all ingredients in a jar, seal tightly and shake well.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/6/picweTCoR.jpg"
567.0,Corn Dogs,"['yellow cornmeal', 'flour', 'baking powder', 'salt', 'egg', 'milk']","1. Combine cornmeal, flour, baking powder, salt and egg; mix well.
2. Stir in milk to make a thick batter; place in a tall narrow glass. Let stand 4 minutes to thicken.
3. Meanwhile, heat oil to 375 degrees F.
4. Pat hot dogs dry. Dust with flour if desired. Insert sticks in hot dogs; dip into batter. Let excess drip off.
5. Fry until golden brown, about 5-6 minutes. (I
6. ,","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/7/MdQ79eiR9GAblTjaQZrg_corn-dog-2.jpg"
568.0,Corn Fritters,"['flour', 'baking powder', 'salt', 'egg', 'milk', 'butter', 'corn']","1. Mix the dry ingredients, gradually adding the milk and well beaten egg.
2. Beat thoroughly and then add the melted butter and corn.
3. Drop by spoonfuls into hot deep fat and fry until well browned.
4. Drain on brown paper.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/8/qOPo66bcT42sICG2GWP6_corn%20fritters.JPG"
569.0,Fresh Crab Cocktail,"['tomato sauce', 'horseradish', 'burgundy wine', 'lemon juice', 'pepper', 'salt']","1. Combine all ingredients by hand and chill thoroughly.
2. Crab Cocktail 2 whole fresh Dugeness crab, cleaned and cracked Shredded fresh icebury lettuce 2 fresh lemons, quartered Line a serving bowl with the shredded lettuce. Arrange a cracked crab attractively on top of lettuce and garnish with lemon quarters.
3. Serve cocktail sauce in separate bowl.
4. Serves 4 a list for those seeking a lost favorite or family recipe",
570.0,Bacon-Swiss Tossed Salad,"['mayonnaise', 'sugar', 'salt', 'pepper', 'red onion', 'swiss cheese', 'bacon']","1. In a small bowl, combine mayonnaise, sugar, salt and pepper.
2. In a large salad bowl, layer a third of the greens and a third of the mayonnaise mixture, onion, peas and cheese.
3. Repeat the layers twice.
4. Cover and refrigerate for at least 2 hours.
5. Just before serving, add the bacon and toss.",
571.0,Fried Cornbread,"['salt', 'boiling water']","1. Mix cornmeal and salt together in large mixing bowl.
2. Pour approximately 2 cups boiling water over dry ingredients.
3. Mix well.
4. After the mixture cools slightly, shape mixture into balls about the size of golfballs, one at a time. You must wet your hands with water before you make each ball.
5. Flatten the ball with your fingers.
6. Fry in skillet (preferably cast iron) with about 1/2 inch of hot oil.
7. Fry until golden brown on both sides.
8. Delicious!","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/57/1/picV7RbgS.jpg"
572.0,Fried Green Tomatoes,"['green tomatoes', 'sugar', 'flour', 'salt', 'pepper', 'butter']","1. Sprinkle sliced tomatoes with sugar, let stand about 15 minutes.
2. Combine flour, salt and pepper and coat tomato slices.
3. Melt 2 tbsp butter in skillet.
4. Brown tomatoes slowly on both sides.
5. Remove each batch to oven proof platter and keep in oven until all tomatoes are cooked.
6. Add more butter if needed.
7. For crisp slices, serve as is.
8. Or add 1/2 cup light cream or dairy half and half to skillet. Heat, stirring into drippings, and pour over tomatoes.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/57/2/picBXHqfo.jpg"
573.0,Fried Yellow Squash,"['buttermilk', 'yellow cornmeal', 'all-purpose flour', 'salt']","1. Soak squash in buttermilk to cover, at least 5 minutes.
2. Mix dry ingredients together.
3. Dredge marinated squash in cornmeal mixture (I use a Ziploc baggie & shake until covered).
4. Fry in vegetable oil until golden, turn and fry until lightly golden on other side.
5. Salt lightly, remove from oil, & drain on paper towels.
6. This is delicious - also works for fried green tomatoes (cut green tomatoes at least 1/4\
7. ,
8. ,",
574.0,Frozen White Truffles,"['nonfat vanilla ice cream', 'chocolate ice cream', 'white chocolate']","1. Scoop ice cream into 6 balls; place onto a small cookie sheet or a 9\
2. ,
3. ,
4. ,
5. ,
6. ,",
575.0,Baked Apple Slices,"['apples', 'butter', 'sugar', 'cinnamon']","1. Cut apples into 8 or 12 slices each (like quarters).
2. toss in bowl with sugar and cinnamon, then toss in the melted butter. put in baking dish and bake at 425 basting every 10 min until done. Slices will be tender but will hold their shape.",
576.0,Fruit Salad,"['crushed pineapple', 'bananas', 'frozen strawberries', 'cream cheese', 'sugar']","1. Dip chopped banana pieces in pineapple juice to keep them from turning too brown.
2. Drain and discard pineapple juice.
3. Mix fruits, nuts, cream cheese and sugar in bowl.
4. Fold in whipped topping.
5. Spread in 9 x 13-inch pan.
6. Freeze until firm.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/57/6/picwBlB4j.jpg"
577.0,Garam Masala,"['cinnamon sticks', 'whole cardamom pod', 'whole cloves', 'whole cumin seed', 'whole coriander seed', 'whole black peppercorn']","1. Preheat oven to 200.
2. Spread the cinnamon, cardamom, cloves, cumin, coriander and peppercorns in one layer in a large shallow roasting pan.
3. Roast on the bottom shelf of the oven for 30 minutes, stirring and turning the mixture 2 or 3 times with a large wooden spoon.
4. Do not let the spices brown.
5. Break open the cardamom pods between your fingers or place them one at time on a flat surface and press down on the pod with the ball of your thumb to snap it open.
6. Pull the pod away from the seeds inside and discard it. Set the seeds aside. Place the roasted cinamon sticks between the 2 layers of a folded linen towel and pound them with a rolling pin or a kitchen mallet until they are finely crushed.
7. Combine the cardamom seeds, crushed cinnamon, cloves, cumin seeds, coriander seeds and peppercorns in a small pan or bowl and stir them together until they are well mixed.
8. Grind the spices a cup or so at a time by pouring them into the jar of an electric blender and blending at high speed for 2 or 3 minutes, until they are completely pulverized and become a smooth powder.
9. If the machine clogs and stops, turn it off, stir the spices once or twice, then continue blending.
10. As each cupful of the spices is grounded, transfer it to a jar or bottle with a tightly fitting lid.
11. Garam Masala may be stored at room temperature in an airtight container, and will retain its full flavor for 5 to 6 months.",
579.0,Garlic Meatballs in Lemon Sauce,"['beef', 'garlic', 'parsley', 'mint', 'paprika', 'salt', 'pepper', 'eggs', 'tomato sauce', 'lemons', 'lemon juice', 'mint']","1. LEMON SAUCE: 8 oz can tomato sauce grated rind of 2 lemons 1/4 cup lemon juice salt and pepper to taste 1 Tbsp minced mint Combine all ingredients for the meatballs and form into walnut-sized balls.
2. Place in crockpot. Mix the sauce ingredients together and pour over the meatballs.
3. Cover and cook on LOW 4 - 6 hours.
4. Serve with rice.",
580.0,Garlic Mushroom Sauce,"['garlic', 'button mushrooms', 'butter', 'red wine', 'green peppercorn', 'sour cream', 'salt']","1. Crushed garlic, peel and chop finely.
2. Wipe mushrooms and slice finely.
3. Melt butter in a saucepan and add garlic and mushrooms.
4. Cook 2 minutes.
5. Add the red wine and peppercorns.
6. Bring to the boil and simmer 3 - 4 minute. Stir in the sour cream and salt. Drizzle sauce over chicken or steaks.
7. Cheers, Doreen Doreen Randal, Wanganui.
8. New Zealand.",
581.0,Garlic Potato Balls,"['butter', 'margarine', 'small whole potatoes', 'fresh parsley']","1. In a skillet, melt butter over medium heat.
2. Add potatoes and sprinkle with garlic salt.
3. Cook and stir for 15-18 minutes or until golden brown.
4. Garnish with parsley.",
582.0,German Onion Cake,"['onions', 'butter', 'salt', 'black pepper', 'dried marjoram', 'all-purpose flour', 'cornstarch', 'baking powder', 'vegetable shortening', 'milk', 'egg', 'sour cream', 'poppy seeds', 'paprika']","1. In medium skillet, saute the onions in butter over low heat until they just begin to brown, about 15 minutes.
2. Season with 1/4 tsp of the salt, the marjoram and the pepper.
3. Set aside to cool.
4. Preheat oven to 450°F.
5. In a food processor bowl place flour, cornstarch, baking powder, and the remaining salt; mix.
6. Add the shortening and process just until it is the texture of soft crumbs.
7. Add the milk and mix quickly to form a soft dough.
8. Oil a 10 inch round cake pan and lightly use your fingers to spread the dough out evenly.
9. Spread the cooked onion over the top.
10. Beat the egg and sour cream together.
11. Spoon the mixture over the onion, and spread it out to the very edge of the pan.
12. Sprinkle lightly with poppy seeds and paprika.
13. Bake for 20 minutes.
14. Let cool slightly, then cut into wedges.",
583.0,"Corn, Onion and Corn Rolls","['lemon juice', 'cider vinegar', 'cheese', 'canned whole kernel corn']","1. Mix 1 can reduced cream, 1 pkt onion soup mix, and spread about 1 Tbsp over each slice of bread.
2. Roll up and secure with a toothpick. Place on an oven tray,toothpick side down. Brush each roll lightly with melted butter.
3. Bake in pre-heated oven 200 C for 15-20 minutes or until golden brown.
4. Remove toothpicks and cut each roll in half before serving.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/3/picjQoyjG.jpg"
584.0,Cornbread and Cheese Muffins,"['yellow cornmeal', 'whole wheat flour', 'baking powder', 'sugar', 'salt', 'egg substitute', 'nonfat cottage cheese', 'nonfat cheddar cheese']","1. Preheat oven to 400.
2. Lightly spray muffin cups with nonstick cooking spray.
3. In a large bowl, combine cornmeal, flour, baking powder, sugar, and salt; mix well.
4. In a separate bowl, combine egg substitute, creamer, and cottage cheese; blend until smooth.
5. Using electric mixer, add egg mixture to flour mixture and blend until smooth.
6. Fold in shredded cheese and let stand 5 minutes at room temperature. Fill muffin cups 3/4 full and bake 25 to 30 minutes, until toothpick inserted in center comes out clean.",
585.0,Bacon and Potato Pie,"['bacon', 'onion', 'milk', 'flour', 'eggs', 'potatoes']","1. Trim bacon, chop finely.
2. Peel potatoes and grate. Peel and chop onion finely, and mix all together.
3. Add flour.
4. Beat eggs and season, add milk.
5. Blend with bacon mixture. Melt dripping in shallow pan.
6. Pour mixture in .
7. Bake at 400 F for 3/4 hour.
8. When cooked cut into squares and serve. Cheers, Doreen Doreen Randal, Wanganui.
9. New Zealand.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/5/slEyHK7TdGhyEaLxcorA_DSCN1151.JPG"
586.0,Flake-and-Fruit Squares,"['sunflower seeds', 'sesame seeds', 'dried dates', 'butter', 'miniature marshmallows', 'vanilla']","1. Line 9-inch (2.5 L) square pan with foil and grease foil.
2. In large bowl, combine cornflakes, sunflower seeds, almonds, sesame seeds, dates and apricots.
3. In large saucepan, melt butter over low heat; stir in marshmallows and heat until melted, stirring constantly.
4. Stir in vanilla.
5. Stir into cornflake mixture until well blended; spoon into prepared pan and pack firmly.
6. Refrigerate until set, about 1 hour.
7. Remove from pan; cut into squares.
8. (Store in airtight container in refrigerator for up to 3 days.) Makes 16 squares.",
587.0,Four Treasure Chicken Soup,"['water chestnuts', 'chicken breast', 'green onion', 'soy sauce', 'flour', 'chinese hot mustard', 'carrot', 'chicken broth', 'garlic powder', 'dry sherry']","1. Mince half of the water chestnuts and combine with chicken, 2 t.sp onions, soy sauce, mustard and flour.
2. Reserve remaining water chestnuts and onions.
3. In a large saucepan mix broth, sherry and garlic powder; boil.
4. Drop chicken mixture by teaspoonfuls into broth.
5. Add carrots and simmer 3 to 4 minute.
6. until meatballs are cooked.
7. Add remaining water chestnuts, green onions and pea pods.
8. heat through and serve immediately.
9. From: Lisa Tucker Source: http://soar.Berkeley.edu/recipes.",
588.0,Fragrant Lamb Stew with Dried Fruits,"['lamb', 'onions', 'garlic', 'carrot', 'curry powder', 'cinnamon', 'fresh ginger', 'ginger', 'clove', 'lemon, zest of', 'cayenne pepper', 'red pepper flakes', 'fresh rosemary leaf', 'water', 'red wine', 'canned plum tomatoes', 'fresh lemon juice', 'fresh cilantro leaves']","1. -Preheat oven to 350 degrees F.
2. Heat olive oil in bottom of 4 to 5 quart heavy-bottomed Dutch oven.
3. Brown cubes of lamb in oil, in batches, remove lamb to plate. Add onions to pot, scraping up brown bits and stirring.
4. When softened, add crushed garlic; stir to incorporate, then add carrots.
5. Cook 2 to 3 minutes.
6. Add curry, salt, pepper, cinnamon, ginger, cloves, lemon zest, cayenne or pepper flakes, and rosemary.
7. Stir to mix in well, then add water and wine. Raise heat and let the liquids bubble. Lower heat, then add the tomatoes, balsamic vinegar, and the lamb cubes.
8. Add dried fruits, the lemon juice, and the almonds.
9. Adjust seasonings to taste, adding more water if the stew seems too thick.
10. Add 1/2 cup of cilantro, cover pot, and place in oven for 75 to 90 minutes.
11. From time to time, check stew, adding water as needed to keep it moist. When lamb is tender and dried fruits have softened almost enough to become part of the sauce, remove from oven and stir in remaining cilantro.
12. Let stew rest 5 minutes and serve.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/8/picOTuGfB.jpg"
589.0,Tom's Tomato Soup French Dressing,"['vinegar', 'sugar', 'onions', 'paprika', 'salt', 'pepper', 'garlic cloves']","1. Mix in blender until smooth.
2. Refrigerate in closed container.
3. Keeps well.",
590.0,French Roasted Vegetable Sandwiches,"['eggplant', 'tomatoes', 'onion', 'olive oil', 'garlic', 'dried rosemary', 'nonfat plain yogurt', 'parmesan cheese']","1. Preheat the oven to 400F.
2. Coat a large baking sheet with no-stick spray.
3. Arrange the eggplant, peppers, tomatoes, and onions on the sheet. Brush with the oil.
4. Sprinkle with the garlic and rosemary.
5. Bake for 45 minutes, or until golden brown and tender.
6. Split the bread horizontally and scoop out the interior, leaving a 1\
7. ,
8. ,
9. ,
10. ,
11. ,
12. ,
13. ,
14. ,",
591.0,Fresh Herb Scones,"['flour', 'fresh parsley', 'sugar', 'fresh thyme', 'dried thyme', 'baking powder', 'fresh rosemary', 'dried rosemary', 'salt', 'butter', 'margarine', 'milk', 'egg']","1. Heat oven to 400 degrees.
2. Lightly grease cookie sheet. In a large bowl, combine flour, parsley, sugar, thyme, baking powder, rosemary and salt; mix well.
3. With pastry blender or fork, cut in butter until mixture resembles coarse crumbs.
4. Stir in milk and egg just until moistened.
5. On floured surface, gently knead dough 10 times.
6. Place on cookie sheet; roll or pat dough into a 6\
7. ,
8. ,
9. ,
10. ,","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/1/picVY08of.jpg"
592.0,Fresh Salsa,"['tomatoes', 'onions', 'green bell pepper', 'garlic cloves', 'cilantro', 'salt', 'sugar']","1. Using a blender or food processor, add equal amounts of each vegetable and using pulse, process just until it is still chunky.
2. Drain, reserving liquid.
3. Repeat until all vegetables have been processed.
4. Mix drained salsa, adding sugar, cilantro and salt. Add some of drained liquid to make it desired thickness.
5. If it is too spicy, add more tomatoes.
6. Refrigerate in glass container and use on tortilla chips, tacos, scrambled eggs, or as a relish.
7. Will keep for up to one week.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/2/pic6mpr4K.jpg"
593.0,Fried Green Tomatoes II,"['green tomato', 'salt', 'pepper', 'white cornmeal', 'bacon drippings']","1. Slice tomatoes about 1/4 inch thick, season with salt and pepper and then coat both sides with cornmeal.
2. In a large skillet, heat enough bacon drippings to coat the bottom of the pan, and fry tomatoes until lightly browned on both sides.
3. This recipe was from the back of Fannie Flagg
4. Fried Green Tomatoes at the Whistle Stop Cafe\","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/3/picQUreIW.jpg"
594.0,Fruit and Tuna Salad,"['tuna', 'seedless grapes', 'lemon low fat yogurt']","1. Combine half of the grapes, and the 1/2 cup shredded cabbage mixture in a small bowl
2. Stir in the yogurt and tuna.
3. Line 2 serving plates with remaining 2/3 cup shredded cabbage mixture.
4. Spoon tuna mixture on top.
5. Serve with peach slices and remaining grapes.",
595.0,Fried Tomatoes,"['tomatoes', 'all-purpose flour', 'salt', 'sugar', 'pepper', 'evaporated milk']","1. Wash tomatoes, but do not peel.
2. Cut into 3/4-inch slices.
3. Place on paper towels to drain.
4. Combine flour, salt, sugar and pepper.
5. Dust tomatoes in flour mixture on both sides.
6. Add evaporated milk to rmaining flour mixture to make a thick batter.
7. Dip floured tomatoes in batter.
8. Fry in hot oil 1/2-inch deep until golden brown on both sides.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/5/picYzCRoY.jpg"
596.0,Fruit Salsa,"['mango', 'strawberries', 'nectarines', 'fresh raspberries', 'frozen unsweetened raspberries', 'salt', 'fresh ginger', 'lime juice', 'cider vinegar', 'sugar', 'red pepper flakes']","1. Place the minced mango, strawberries and nectarines, and place them in a medium size bowl.
2. Add the remaining ingredients and mix well.
3. Transfer to a container with a tight fitting lid and refrigerate.",
597.0,Fruity Rolled Oats Drops,"['rolled oats', 'treacle', 'honey', 'seedless raisins']","1. Thoroughly mix condensed milk, treacle and rolled oats in top of double boiler.
2. Allow to thicken over boiling water for 10 minutes, stirring frequently.
3. Allow to cool.
4. When cool, add nuts and raisins, then drop in spoonfuls onto buttered baking sheet. Bake for 15 minutes at 180 C (356 F) and remove from pan immediately.",
