RecipeId,Name,RecipeIngredientParts,RecipeInstructions,Images
91.0,Brown Rice and Vegetable Pilaf,"['brown rice', 'chicken broth', 'unsalted butter', 'oregano', 'marjoram', 'summer savory', 'unsalted butter', 'celery', 'fresh snow pea', 'broccoli floret', 'green onion', 'lemons', 'coconut']","1. Preheat oven to 325 degrees F.
2. Heat chicken broth to boiling.
3. Combine broth with brown rice, butter, oregano, marjoram, and summery savory in 3 quart casserole and bake, covered, for 1-1/2 hours or until rice is tender.
4. Keep hot. Melt butter in large skillet or dutch oven.
5. Add celery, snow peas, broccoli, green onion, and ginger and stir fry until crisp-tender.
6. Add vegetables, lemon rind, and toasted coconut to rice. Toss lightly to combine. Adjust seasonings.",
92.0,Brown Bag Apple Salad,"['oranges', 'grapefruit juice', 'seedless grapes', 'honey', 'oranges', 'grapefruit section', 'lemon juice', 'lime juice', 'walnuts', 'apple']","1. In medium-size bowl, stir together orange juice, honey and lemon juice.
2. Add apples, grapes, orange sections and walnuts; toss to coat with juice mixture.
3. Refrigerate or pack into individual containers for lunches and snacks.",
93.0,Blue Stuffed Mushrooms,"['blue cheese', 'cream cheese', 'half-and-half', 'mushrooms', 'pecan halves', 'fresh basil leaves']","1. In a medium bowl, combine the blue cheese and the cream cheese.
2. Beat them together with an electric mixer so that they are smooth.
3. Add the half & half and beat it in so that the mixture is fluffy.
4. Fill the mushroom caps with the cheese mixture.
5. Top each with a pecan half and a basil leaf.",
94.0,Blueberry Buttertarts,"['egg', 'corn syrup', 'lemon juice', 'vanilla', 'brown sugar', 'all-purpose flour', 'blueberries']","1. Preheat oven to 375F.
2. Leave shells in foil cups and place on a baking sheet. In large bowl, whisk egg with syrup, juice and vanilla.
3. In another bowl, stir sugar with flour.
4. Divide berries among shells.
5. Pour in egg mixture, filling each shell right to top.
6. Bake on bottom rack at 375F oven until bubbly and top is a bit crusty, from 18-23 minutes.Tarts will firm up when cool and can be refrigerated 2 days.",
96.0,Calzone,"['tomato sauce with onion', 'basil leaves', 'oregano leaves', 'italian pork sausage', 'water', 'olive oil', 'mozzarella cheese', 'romano cheese', 'parmesan cheese']","1. Open rolls and let stand until they reach room temperature. Heat tomato sauce with basil and oregano; set aside. Simmer sausages in water to cover for 20 minutes; drain, cool, remove the casings and slice thinly.
2. For each Calzone, compress half the rolls into a flat cake and roll on a floured board to make an 11-inch diameter circle. Brush lightly with oil and spread half the tomato sauce over half the dough circle to within 1/2 inch of edge. Top sauce with half the sausage; sprinkle with half the Mozzarella cheese and Romano cheese. Fold plain half over filling to within 1/4 inch of opposite edge. Roll bottom edge up over top edge; pinch or crimp together to seal.
3. Brush with oil.
4. Repeat to make second Calzone. Transfer both Calzones with a wide spatula to a greased baking sheet, placing slightly apart. Pierce tops in a few places with a fork.
5. Bake in a 500 degrees oven for 6 minutes or until golden brown.
6. *Any brand of biscuits refrigerated dough may be substituted.",
97.0,"Capsicum, Tomato and Crunchy Bread Salad","['garlic', 'egg tomatoes', 'olive oil', 'olive oil', 'red capsicums', 'yellow capsicum', 'fresh basil leaf', 'red wine vinegar', 'brown sugar', 'olive oil']","1. DRESSING:Separate garlic bulbs into cloves, don
2. ,
3. ,
4. ,
5. ,
6. ,
7. ,
8. ,
9. ,
10. ,
11. ,
12. ,
13. ,
14. ,",
99.0,Chaat Masala,"['cumin seeds', 'fennel seeds', 'garam masala', 'mango powder', 'black salt', 'cayenne pepper', 'asafoetida powder', 'ginger']",1. Toast and grind cumin and fennel seeds and combine with remaining ingredients.,
100.0,Bread Pudding with Jack Daniels Sauce,"['milk', 'eggs', 'evaporated milk', 'butter', 'sugar', 'vanilla', 'nutmeg', 'cinnamon', 'butter', 'sugar', 'water', 'butter', 'sugar', 'water']","1. Cube bread.
2. Set aside in a large mixing bowl.
3. Combine all ingredients except butter.
4. Mix well and pour over bread.
5. Soak bread in milk mixture for 15 minutes.
6. Pour into a 13x9 buttered pan.
7. Top bread mixture, with cut up butter.
8. Bake at 325 for 60-90 minutes or until pudding mixture has risen 1 inch.
9. Serve warm Sauce over bread pudding.
10. Sauce
11. combine ingredients and add sugar and water until dissolved.
12. Add butter, and simmer until melted.
13. Cook over high heat of 2 minutes.
14. Add Jack Daniels, and simmer for 3-5 minutes.",
101.0,Braised Chicken with Onions and Tomatoes,"['onions', 'gingerroot', 'garlic', 'green serrano chilies', 'tomatoes', 'black cardamom pods', 'cinnamon sticks', 'cloves', 'black peppercorns', 'bay leaves', 'cumin', 'cayenne pepper', 'turmeric', 'plain yogurt', 'dark rum', 'salt', 'cilantro', 'chicken pieces']","1. Heat oil in large saucepan over high heat. Add onions and sauti 2 minutes.
2. Stir in ginger, garlic and chiles.
3. Add chicken pieces and brown lightly.
4. Add tomatoes and remaining spices, yogurt, rum and salt. Reduce heat to low and braise 40 minutes until chicken is cooked through.
5. Serve with cilantro and rice. With leftovers.
6. Freezes well.",
102.0,Cheesy Scalloped Potato Side Dish,"['potatoes', 'flour', 'half-and-half', 'cheddar cheese', 'parmesan cheese', 'paprika']","1. Layer potatoes, flour, milk, and salt and pepper (if desired) in a large casserole dish in several layers, then top with cheeses and paprika.
2. Bake at 350°F for 1 1/2 hours.
3. Optional crockpot method: Spray crock pot with non-stick spray. Layer ingredients in crockpot as directed for oven method. Cook on high about 5 hours, until potatoes are tender.
4. All cooking times are approximate. Preparation time allows for peeling and slicing potatoes. Cooking time is for oven method.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/2/picKlg7Uh.jpg"
103.0,Borscht,"['cabbage', 'onion', 'celery', 'butter', 'beets', 'tomato sauce', 'brown sugar', 'bay leaf', 'rosemary', 'lemon juice']","1. Saute cabbage, onion and celery in butter until soft in large saucepan.
2. Add tomato sauce, beets with juice, herbs, sugar and enough water to cover ingredients.
3. Bring to boil, reduce heat, simmer 25-30 minutes.
4. Add lemon juice a few minutes before serving.
5. Serve with chopped boiled eggs, sour cream and pumpernickel bread.",
104.0,Cheeseburger Casserole,"['flour', 'ground beef', 'onion', 'tomato sauce', 'ketchup', 'salt', 'pepper', 'cheddar cheese']","1. Combine ground beef and flour in skillet. Add onion and brown.
2. Pour off drippings.
3. Add tomato sauce, ketchup, salt and pepper.
4. Pour into 1 1/2-quart casserole dish.
5. Bake for 10 minutes at 425°F.
6. Top with cheese and biscuits.
7. Bake for 10-15 minutes longer.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picP5Bk3R.jpg"
105.0,Caputo's Halibut With Mint and Balsamic Vinegar,"['halibut steaks', 'extra virgin olive oil', 'mint leaves', 'garlic clove']","1. Brush both sides of the fish with some of the olive oil and place on hot grill, barbecue or hot skillet.
2. Cook 2 to 3 minutes on each side or until fish is done.
3. In another pan, heat the remaining oil, balsamic vinegar and the mint until just warm.
4. Just before serving, add the garlic to the sauce and spoon over the fish.",
106.0,Cajun Beef Burgers,"['beef', 'black pepper', 'fresh parsley', 'spanish onion', 'salt', 'cajun-style stewed tomatoes', 'dried thyme leaves']","1. To make sauce: In large saucepan, heat oil over medium heat until hot. Add onion and salt; cook and stir over low heat 10 minutes.
2. Add tomatoes and thyme; bring to a broil.
3. Reduce heat; simmer 8 to 10 minutes or until sauce thickens slightly.
4. Meanwhile shape ground beef into four 1/2-inch thick patties.
5. Sprinkle both sides of patties with black pepper and red pepper; brush lightly with 1 teaspoon oil.
6. Heat large heavy nonstick skillet over medium heat 5 minutes.
7. Place patties in skillet; panbroil 10 to 12 minutes or until centers are no longer pink, turning once. Spoon approx.
8. 1/2 of sauce onto bottom halves or rolls; top with patties.
9. Spoon remaining sauce over patties; sprinkle with parsley.
10. Close with roll tops.
11. Serve immediately.
12. Makes 4 servings (serving size: 1 sandwich). Tip: Mexican-style stewed tomatoes may be substituted for Cajun-style. To grill, place patties on grid over medium, ash-covered coals.
13. Grill uncovered, 11 to 13 minutes or until centers are no longer pink, turning once.",
108.0,Buttermilk Pie in Cornmeal Pastry,"['flour', 'salt', 'cornmeal', 'shortening', 'cheddar cheese', 'water', 'eggs', 'sugar', 'butter', 'flour', 'buttermilk', 'lemon zest', 'lemon juice', 'sugar']","1. For Pastry: Sift together flour and salt; stir in cornmeal.
2. Cut in shortening until mixture resembles fine crumbs.
3. Stir in grated Cheddar cheese; sprinkle water over mixture gradually, mixing lightly with fork.
4. Shape into ball; flatten on lightly floured surface. Roll to about 1/8\
5. ,
6. pie pan; trim and flute edge. Fill and bake as directed below.
7. For Filling: Separate 3 eggs and set whites aside for use in meringue.
8. Beat yolks, adding sugar gradually.
9. Cut butter into flour; add buttermilk, lemon peel and juice. Fold in yolks.
10. Pour into 9\
11. ,
12. ,
13. ,
14. ,
15. ,",
109.0,Butterflied Lamb with Garlic Butter,"['lamb', 'parsley', 'fresh thyme', 'lemon, rind of', 'garlic', 'cracked black pepper', 'butter', 'lemon juice', 'small potato', 'shallots', 'olive oil']","1. Open lamb out flat, place the fat-side down on a board. Using a meat mallet or rolling pin pound the lamb to even thickness.
2. Combine herbs, rind, garlic, pepper and butter in a small bowl; spread the mixture over the fat-side of the lamb.
3. Place lamb in a large shallow dish, drizzle the juice over. Cover, refrigerate 3 hours or overnight.
4. Place the potatoes and onions in a large roasting dish; drizzle with oil. Bake uncovered, in a moderately hot oven 20 minutes.
5. Place lamb, fat-side up, over the vegetables in the roasting dish. Bake uncovered in moderately hot oven about 40 minutes or until lamb doneness as desired.
6. Remove the lamb from the dish, cover loosely with foil to keep warm.
7. Drain the excess juices from the pan, bake potatoes and onions in a very hot oven another 15 minutes or until crisp.
8. Slice lamb and serve with the vegetables.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picnSlN8g.jpg"
110.0,Borsch,"['beets', 'water', 'fresh dill', 'sour cream']","1. Scrub well beets (DO NOT PEEL THEM) Put in large pot with 8 cups water.
2. Bring to boil and then reduce to simmer and cook until tender.
3. (SAVE COOKING BEET WATER). When tender take slotted spoon and put beets immediately into cold water.
4. Slip skins off with your hands.
5. If you have a cuisinart, chop beets into tiny pieces.
6. If no cuisinart, then you will have to chop the beets up by hand.
7. Put chopped beets into pot, add fresh dill, chopped, 1 can Campbell
8. ,
9. ,
10. ,
11. ,
12. t use any salt. ENJOY!",
112.0,Chicken and Broccoli Lasagna,"['butter', 'flour', 'milk', 'chicken broth', 'eggs', 'parmesan cheese', 'butter', 'onion', 'garlic', 'chicken', 'broccoli', 'parsley', 'mozzarella cheese', 'parmesan cheese', 'salt', 'nutmeg']","1. Sauce: Melt butter, stir in flour. Add milk, whisk until smooth. Stir in broth. Cook, stirring constantly, until thick.
2. Beat eggs in separate bowl, add small amount of sauce; then combine egg mix with all sauce. Stir in cheese and seasonings.
3. Cook noodles.
4. Saute chicken in butter with onion and garlic. Stir in broccoli, cook 5 min. until tender. Add seasonings.
5. Layer in 9 x 13 pan: sauce, mozzarella, noodles, chicken.
6. Repeat. Finish with cheese.
7. Freeze. Bake 350 for 50 min, until bubbly.",
113.0,Carrot Ginger Biscuits,"['all-purpose flour', 'whole wheat flour', 'baking powder', 'baking soda', 'ginger', 'salt', 'carrot', 'plain low-fat yogurt', 'canola oil', 'honey']","1. Preheat oven to 450.
2. In a large bowl, stir together the all-purpose flour and whole wheat flour, baking powder and baking soda, ginger and salt. In a small bowl, stir together the carrot, yogurt, oil and honey.
3. Add carrot mixture to dry ingredients and stir until just combined.
4. Place the dough on a well-floured surface. Using a lightly floured rolling pin, roll out the dough until 1/2\
5. ,
6. biscuit cutter or glass , cut out rounds, gently rerolling the scraps, to form 12 biscuits.
7. Place the biscuits on an ungreased baking sheet, spacing them 1\
8. ,",
114.0,Chicken Breasts Saltimbocca,"['boneless skinless chicken breast halves', 'ham slices', 'swiss cheese', 'all-purpose flour', 'parmesan cheese', 'salt', 'dried sage', 'pepper', 'dry white wine', 'cornstarch', 'water', 'rice']","1. Pound chicken breast halves until thin between two sheets of waxed paper or foil.
2. Place a slice of ham and cheese on each chicken piece. Roll up and tuck ends in; secure with small skewers or wooden picks.
3. Combine flour, Parmesan cheese, salt, sage and pepper in a shallow bowl.
4. Coat chicken rolls in flour mixture. Refrigerate chicken at least 1 hour.
5. In a large skillet, heat oil over medium heat. Add chicken rolls and cook, turning, until browned on all sides.
6. Place browned chicken in a slow cooker.
7. Combine soup and wine and pour over chicken rolls.
8. Cover and cook on LOW 4 to 5 hours or until chicken is tender.
9. Turn control to HIGH.
10. In a small bowl, dissolve cornstarch in water; stir into cooking juices in cooker.
11. Cover and cook on HIGH 10 minutes.
12. Serve with hot rice.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/picn5ling.jpg"
115.0,A New Spaghetti with Clams,"['littleneck clams', 'extra virgin olive oil', 'garlic', 'canadian bacon', 'smoked ham', 'dry white vermouth', 'dry white wine', 'bottled clam broth', 'baking potato', 'spaghetti', 'flat leaf parsley']","1. Bring 4 quarts of water to a boil in a large pot for cooking pasta.
2. Scrub
3. the clam shells under cold water with a stiff bristle brush.
4. Heat the olive oil in a large nonstick skillet. Add the garlic and cook over a medium heat until fragrant but not brown, about 1 minute. Stir in the bacon and pepper flakes and cook for 1 minute. Add vermouth and bring to a boil.
5. Add the clam broth, and bring to a boil.
6. Stir in the potatoes and clams, tightly cover the pan, and cook until the shells open and the potatoes are tender, about 8 minutes.
7. Cook the spaghetti in the boiling water until al dente, about 8 minutes.
8. Drain the pasta in a colander.
9. Stir it into the sauce and cook until thoroughly heated and coated with sauce, about 2 minutes.
10. Stir in the parsley and serve at once.",
116.0,Blueberry Scones,"['all-purpose flour', 'sugar', 'baking powder', 'salt', 'unsalted butter', 'fresh blueberries', 'lemon, zest of', 'heavy cream', 'eggs']","1. Adjust rack to center of oven, and heat to 400 degrees.
2. Place a Silpat baking mat on a baking sheet, and set aside. In a large bowl, sift together flour, 3 tablespoons sugar, baking powder, and salt. Using a pastry blender, or two knives, cut in butter until the largest pieces are the size of small peas.
3. Stir in blueberries and zest. Using a fork, whisk together cream and egg in a liquid measuring cup.
4. Make a well in the center of dry ingredients and pour in cream mixture. Stir lightly with fork just until dough comes together.
5. Turn out onto a lightly floured surface, and knead a few times to mix well.
6. Pat dough into a 6-inch square about 1 1/4 inches thick.
7. Using a floured knife, cut into four 3-inch squares.
8. Cut squares in half on the diagonal to form eight triangles.
9. Transfer to prepared baking sheet. Brush tops with cream and sprinkle with sugar.
10. Bake until golden brown, 20 to 22 minutes.
11. Transfer scones from baking sheet to wire racks to cool.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/3VsX300jTOOiZyIg6oV2_blueberry-scones-3.jpg"
117.0,Blueberry Cookies,"['flour', 'baking powder', 'salt', 'vegetable shortening', 'sugar', 'egg', 'milk', 'lemon zest', 'blueberries']","1. Combine flour, baking powder and salt.
2. In a large bowl, cream the shortening and sugar.
3. Beat in the egg.
4. Beat in the milk, almond extract and lemon rind.
5. Gradually blend in the dry ingredients.
6. Fold in the blueberries.
7. Cover and chill for at least 4 hours.Preheat oven to 375°.
8. Drop dough by spoonfuls about 1-inch apart onto ungreased cookie sheets.
9. Bake for 12-15 minutes, until pale golden.
10. Transfer to wire racks to cool.
11. NOTES: Canned or frozen blueberries can be used, but fresh gives the best results.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/7/picDf97kf.jpg"
118.0,Abby's Pecan Apple Cake,"['butter', 'sugar', 'cinnamon', 'nutmeg', 'all-purpose flour', 'tart apples', 'butter', 'eggs', 'milk', 'rum', 'vanilla extract', 'pecans', 'baking powder', 'baking soda', 'salt']","1. * , such as Granny Smith, peeled, halved, and sliced (3 cups) Preheat the oven to 350 degrees.
2. Brush the sides of a 8 x 3 1/4-inch springform pan with the melted butter.
3. Mix together 1/2 cup sugar, cinnamon, nutmeg, and 1/4 cup flour and sprinkle the mixture evenly over the bottom of the pan.
4. Wrap foil around the pan to prevent leakage. Starting at the outside edge, arrange a ring of apple slices in the pan, slightly overlapping and pointing to the center.
5. (It will feel backwards.) Fill in the center with another circle of apples, with some overlap occurring.
6. Layer any remaining apple slices evenly, overlapping to prevent the batter from escaping.
7. With a wooden spoon or electric mixer, beat together the butter and 1 cup sugar.
8. Add the eggs, milk, rum, and vanilla.
9. The batter will look curdled.
10. Add 1 1/4 cups flour, the nuts, baking powder, baking soda, and salt, beating only until the flour is completely incorporated.
11. Pour the batter over the apples and spread evenly.
12. Place the pan on a baking sheet and bake in the middle of the oven until a toothpick inserted in the cake comes out clean, about 70 minutes.
13. Cover with a piece of foil if the top begins to brown too quickly.
14. Let the cake rest in the pan on a rack for 5 minutes, then, using a small, flexible knife, gently separate the sides of the cake from the pan.
15. Invert the cake on the rack, letting it stay in the pan for another 10 minutes, then remove the pan, lifting it up carefully.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/8/pic1UgDNm.jpg"
119.0,Carrot & Tahini Sandwich,"['carrot', 'tahini sesame butter', 'tofunaise', 'mayonnaise', 'raisins']","1. In small bowl, combine all ingredients.
2. Use as sandwich filling or spread.",
120.0,Carrot Cake II,"['carrot', 'eggs', 'sugar', 'all-purpose flour', 'salt', 'baking powder', 'baking soda', 'cinnamon', 'walnuts', 'cream cheese', 'sugar', 'unsalted butter', 'real vanilla']","1. Preheat oven to 325°.
2. Add 1 egg at a time to the grated carrots until all 4 have been added.
3. Beat after each egg Add the oil and mix.
4. Then sift all of the dry ingredients together and add it to the oil, egg, and carrot mixture in 4 parts, beating after each addition.
5. Next, add the walnuts and mix well.
6. Pour into a greased/floured tube pan.
7. Bake for 1 hour at 325°, or or when a tooth pick is inserted into the cake and it comes out clean.
8. FOR THE ICING: Soften butter and cheese. Blend well and then add the sugar and vanilla.
9. Beat until smooth and creamy.
10. Frost only after cake is cooled.",
121.0,Lamb and Pork Cassoulet,"['cannellini beans', 'ketchup', 'chili powder', 'thyme', 'water', 'bacon bits', 'lamb chop', 'onion']","1. Saute onion and garlic in oil.
2. Add lamb and pork.
3. Saute 5 minutes until cooked though.
4. Combine everything in a small deep oven safe dish.
5. Bake uncovered 350 30 minutes.
6. HINTS: for those who like more beans & less meat Add another can of beans & half as much meat. Just use a tad more water.
7. If you liked it or hated it please let me know -- .",
122.0,Commissary Carrot Cake,"['sugar', 'flour', 'salt', 'heavy cream', 'unsalted butter', 'pecans', 'vanilla', 'sugar', 'flour', 'cinnamon', 'baking powder', 'salt', 'eggs', 'carrots', 'pecans', 'raisins', 'unsalted butter', 'cream cheese', 'powdered sugar', 'vanilla extract', 'coconut']","1. In a heavy saucepan,blend well the flour,sugar and salt. Gradually stir in the cream.
2. Add the butter.
3. Cook and stir the mixture over a low heat until the butter has melted, then let simmer for 20-30 minutes until golden brown in color, stirring occasionally.
4. Cool to lukewarm.
5. Stir in the nuts and vanilla.
6. Let cool and refrigerate, preferably overnight. If too thick to spread, bring to room temperature before using.
7. Carrot Cake Preheat oven to 350 F.
8. Have ready a greased and floured 10\
9. ,
10. ,
11. ,
12. ,
13. ,
14. ,
15. ,
16. ,
17. ,
18. ,
19. ,
20. ,
21. ,
22. ,
23. ,
24. ,
25. s pan and invert onto a serving plate. With a long serving knife, carefully split the cake into three horizontal layers.
26. Spread the filling between the Layers.
27. Spread the frosting over the top and sides.
28. Pat the coconut onto the sides of the cake. If desired, save 1/2 cup of the frosting and color 1/2 with green food coloring 1/2 with orange, pipe on the top to form little carrots",
123.0,Carrot Maple Cheesecake,"['graham crackers', 'butter', 'carrots', 'light cream cheese', 'granulated sugar', 'maple syrup', 'eggs', 'water', 'granulated sugar', 'carrot']","1. CRUST: Combine ingredients; mix well.
2. Press into 9 inch springform pan. Bake in preheated 350 F oven for 10 minutes.
3. FILLING: Simmer shredded carrots in water to cover for 5 minutes. Drain and remove excess liquid.
4. In food processor combine carrots, cream cheese, sugar and maple syrup, process until completely smooth and evenly colored.
5. Add eggs, one at a time, and mix until just blended.
6. Pour onto crumb crust and bake at 300 F for 45 minutes or until center is almost set. Cool to room temperature. Refrigerate 3 hours or overnight. .
7. OPTIONAL GARNISH: In small saucepan simmer water with sugar for 5 minutesAdd shredded carrots and simmer 5 minutes. Drain well and scatter on top of chilled cheesecake.",
124.0,Catherine's Excellent Yorkshire Pudding,"['plain flour', 'salt', 'black pepper', 'egg', 'milk', 'water']","1. Sieve the flour into mixing bowl.
2. Add the salts and pepper.
3. Make hole in middle of flour and add egg. Start mixing gently whilst gradually adding the milk and water.
4. Use small foil cases and put a small amount of cooking oil in each and place on a high shelf in a preheated oven, gas mark 7.
5. ( the fat needs to be hot before you add the mixture ) Pour equal amounts of the mixture into each case and place in the oven Cook for 20-25 mins Serve with all roast meats ( don",
125.0,Caribbean Cowpeas and Rice,"['black-eyed peas', 'onion', 'garlic cloves', 'cumin', 'thyme', 'bay leaf', 'long-grain rice', 'vegetable broth', 'tomatoes', 'allspice', 'salt']","1. Soak peas.
2. COmbine peas with onion, jalapeno, garlic, cumin, thyme, bay leaf and 2 cups water.
3. Boil.
4. Reduce and simmer.
5. Add rice, broth, tomato, allspice and salt.",
126.0,Carnation Lean Fettuccine Alfredo,"['fettuccine', 'olive oil', 'garlic', 'milk', 'parmesan cheese', 'fresh dill', 'fresh chives', 'nutmeg', 'salt', 'pepper', 'asparagus', 'smoked salmon', 'lemon juice']","1. In a large pot of boiling water, cook the fettuccine for 8-10 minutes until tender but firm.
2. Drain.
3. In a non-stick skillet, heat oil and cook garlic for 30 seconds.
4. Add to drained pasta along with milk and cheese. Cook over medium heat, stirring gently for four to five minutes, until sauce is thickened.
5. Remove from heat and let stand two to three minutes to thicken more. Stir in dill and chives and season with salt and pepper.
6. Stir in blanched asparagus, salmon and lemon juice. Garnish each serving with more freshly grated Parmesan, if desired.",
127.0,Caramel Rice Pudding,"['short-grain rice', 'brown sugar', 'butter', 'milk', 'nutmeg']","1. Wash the rice well and drain.
2. Mix with remaining ingredients and put in a buttered baking dish and bake in a slow oven 140 C for 2 - 2 1/2 hours, until rice is tender and creamy.
3. Stir every 30 minutes during cooking and add more milk if necessary.
4. When ready, the milk and cream should be a rich, caramel cream and a golden crust should have formed.
5. Serve hot or cold.
6. This can be cooked in individual dishes if wished and just eat from them.
7. You can use brown, raw or demerara sugars.",
128.0,Caramel Apple Milkshakes,"['frozen yogurt', '1% low-fat milk', 'applesauce', 'cinnamon']","1. Place the yogurt, milk, cinnamon, and topping in a blender.
2. Cover and blend until smooth.
3. Pour into 4 glasses.
4. Serve immediately.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picfvdzrj.jpg"
129.0,Champagne Punch,"['frozen limeade concentrate', 'ginger ale']","1. Mix the juice concentrates in punch bowl (do not add water).
2. Stir in the Gingerale then add the Champagne (do not stir after adding the champagne!)
3. ** Note ** The large bottles of Gingerale and Champagne should be equal volumes (I use 2 L. bottles).","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/9/picI35rA2.jpg"
130.0,Butterscotch Apple Dumpling,"['green apples', 'self rising flour', 'salt', 'sugar', 'butter', 'water', 'butter', 'brown sugar', 'golden syrup', 'water']","1. Sift flour and salt. Add sugar. Rub in butter, then add water and mix to a soft dough.
2. Peel and quarter apples.
3. Divide pastry into 8 equal portions.
4. Roll out each portion of pastry and wrap each around an apple quarter.
5. Place in an oven proof dish.
6. Combine sauce ingredients in saucepan and bring to boil.
7. Pour sauce over pastries in dish.
8. Bake 25-30 minutes in a moderate oven, about 325 degrees Fahrenheit. Serve with ice cream.",
131.0,Buttermilk-Oat Bread,"['buttermilk', 'honey', 'butter', 'margarine', 'bread flour', 'rolled oats', 'salt', 'active dry yeast', 'bread machine yeast']","1. For toasted rolled oats, place oats in a shallow baking pan. Bake at 350 for 15 to 20 minutes or till oats are lightly browned, stirring occasionally. Cool.
2. Add all of the ingredients to a bread machine according to manufacturer",
133.0,Blueberry Pancake Syrup,"['blueberries', 'water', 'lemons, rind of', 'sugar', 'lemon juice']","1. Pour the blueberries into a saucepan and crush them with a potato masher or a wooden spoon until most of the skins are broken.
2. Add 1 cup of water and strips of lemon peel and bring to a simmer.
3. Turn heat down to low and cook the berries for 5 minutes at just under a simmer.
4. Pour the hot berries into a strainer lined with two layers of cheesecloth and let the blueberry juice drip through.
5. Twist the cloth to extract all the juice; there should be about 2 cups.
6. Discard the berry pulp.
7. Combine the remaining 2 cups water with the sugar in a small saucepan.
8. Bring the mixture to a boil, stirring, until the sugar is dissolved and the mixture is clear.
9. Wash down the sides of the pan with a wet pastry brush, then boil the syrup, without stirring, until it reaches 260 degrees on a candy thermometer.
10. Add the blueberry syrup to the sugar syrup and bring the mixture to boil.
11. Boil for 1 minute. Let the syrup cool, then add lemon juice to taste. Pour the syrup into two pint jars and refrigerate if you plan to use it in a month or two.
12. To can (for indefinite storage) Pour into canning jars with 1/2 inch headspace. Process in hot water bath for 30 minutes.
13. Cool.",
134.0,Chanfana Ou Lampantana,"['bacon', 'olive oil', 'onions', 'paprika', 'cloves', 'nutmeg', 'bay leaf', 'parsley', 'garlic', 'piri-piri', 'red wine']","1. Preheat oven to 200 degrees C. Place the meat and bacon in a pot and add the oil and lard. Add the onions, spices, herbs and seasonings. Cover completely with the wine. Cover the pot and place it in a very hot oven (200 degrees C) for 1 hour.
2. Remove the lit and stir. Add more wine if necessary.
3. Cover the pot again and reduce the oven temperature of 100 degrees C.
4. Continue cooking, preferably overnight or until the meat is tender.
5. (The time taken will depend on the age of the lamb or goat.) Serve with potatoes boiled in their Jackets.",
135.0,Cherry Sandwich Maker Snack,['powdered sugar'],"1. Spread a thin layer between buttered bread and place in sandwich maiker.
2. Note: do not add too much filling or it will make one terrible mess in sandwich maker.
3. Let brown.
4. Remove from sandwich maker and sprinkle with powdered sugar.
5. Makes two triangular tarts.
6. My kids love them.",
136.0,Cheesecake Cupcakes with Blueberries,"['cream cheese', 'sugar', 'eggs', 'sour cream', 'vanilla', 'lemon, rind of', 'flour', 'blueberries']","1. Heat oven to 325 degrees.Line 12 muffin cups with foil liners.
2. Place a cookie in bottom of each liner; trim cookies to fit if necessary.Beat together cream cheese and sugar on med.
3. speed in large bowl until smooth.
4. Add eggs, beating just until blended.
5. Beat in sour cream, vanilla and lemon rind.
6. On low speed, beat in flour.
7. Stir in blueberries.
8. Spoon batter into cups, dividing equally.Bake for 35-40 min., until cakes are set. Cool cakes in pan on rack for 20 min.
9. Remove cakes to rack to cool.
10. Refrigerate. - - - - - - - - - - - - - - - - - -",
138.0,Cheese and Pineapple Dip,"['cheese', 'pineapple']","1. Mix reduced cream, tomato & onion soup, cheese and crushed pineapple together until well combined.
2. Chill for 2 hours before serving.
3. Makes about 3 cups.
4. Cheers, Doreen Doreen Randal, Wanganui.
5. New Zealand.",
139.0,Chicken and Pineapple Salad With Curry Mayonnaise,"['barbecued chicken', 'coconut', 'unsweetened pineapple slices', 'spring onions', 'curry powder', 'five-spice powder', 'garlic clove', 'fresh ginger', 'mayonnaise', 'coconut milk']","1. CURRIED MAYONNAISE:
2. Combine all ingredients thoroughly.
3. CHICKEN AND PINEAPPLE SALAD:
4. Toast coconut on oven tray in moderate oven for about 5 minutes.
5. Cut chicken and pineapple into chunks; place in bowl, mix in coconut, shallots and Mayonnaise.
6. Refrigerate 1 hour before serving.
7. Serves 4.
8. Cheers, Doreen Doreen Randal, Wanganui.
9. New Zealand.",
